,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
52074,52075,2015,12,10,18,4,21.0,124.33333333333333,23.0,21.0,-9.0,33.0,1027.0,6.0,NE,4.02,0.0,0.0
52075,52076,2015,12,10,19,4,23.0,123.16666666666666,35.0,35.0,-10.0,32.0,1028.0,5.0,NE,7.15,0.0,0.0
52076,52077,2015,12,10,20,4,35.0,122.0,24.0,23.0,-9.0,40.0,1028.0,3.0,NE,10.28,0.0,0.0
52077,52078,2015,12,10,21,4,25.0,120.83333333333333,27.0,19.0,-8.0,54.0,1029.0,0.0,NW,3.13,0.0,0.0
52078,52079,2015,12,10,22,4,25.0,119.66666666666666,21.0,23.0,-9.0,47.0,1029.0,1.0,NW,6.26,0.0,0.0
52079,52080,2015,12,10,23,4,37.0,118.5,22.0,25.0,-8.0,58.0,1029.0,-1.0,NW,9.39,0.0,0.0
52080,52081,2015,12,11,0,4,29.0,117.33333333333333,19.0,18.0,-9.0,43.0,1030.0,2.0,NE,4.02,0.0,0.0
52081,52082,2015,12,11,1,4,18.0,116.16666666666666,20.0,21.0,-10.0,40.0,1029.0,2.0,NE,8.04,0.0,0.0
52082,52083,2015,12,11,2,4,22.0,115.0,17.0,21.0,-11.0,37.0,1029.0,2.0,NE,12.06,0.0,0.0
52083,52084,2015,12,11,3,4,19.0,113.83333333333333,20.0,19.0,-9.0,50.0,1030.0,0.0,NW,3.13,0.0,0.0
52084,52085,2015,12,11,4,4,14.0,112.66666666666666,19.0,14.0,-9.0,58.0,1029.0,-2.0,NE,1.79,0.0,0.0
52085,52086,2015,12,11,5,4,16.0,111.5,22.0,18.0,-9.0,68.0,1029.0,-4.0,NW,3.13,0.0,0.0
52086,52087,2015,12,11,6,4,18.0,110.33333333333333,19.0,27.0,-8.0,63.0,1030.0,-2.0,NW,4.92,0.0,0.0
52087,52088,2015,12,11,7,4,16.0,109.16666666666666,20.0,35.0,-9.0,68.0,1030.0,-4.0,NW,8.05,0.0,0.0
52088,52089,2015,12,11,8,4,18.0,108.0,16.0,14.0,-8.0,58.0,1031.0,-1.0,NW,11.18,0.0,0.0
52089,52090,2015,12,11,9,4,13.0,106.83333333333333,19.0,17.0,-8.0,47.0,1031.0,2.0,NW,14.31,0.0,0.0
52090,52091,2015,12,11,10,4,14.0,105.66666666666666,20.0,26.0,-10.0,37.0,1031.0,3.0,NW,17.44,0.0,0.0
52091,52092,2015,12,11,11,4,25.0,104.5,18.0,17.0,-10.0,32.0,1031.0,5.0,NW,20.57,0.0,0.0
52092,52093,2015,12,11,12,4,21.0,103.33333333333333,37.0,18.0,-10.0,32.0,1030.0,5.0,NE,1.79,0.0,0.0
52093,52094,2015,12,11,13,4,31.0,102.16666666666666,24.0,26.0,-10.0,30.0,1029.0,6.0,NW,1.79,0.0,0.0
52094,52095,2015,12,11,14,4,70.0,101.0,32.0,28.0,-11.0,28.0,1028.0,6.0,SE,1.79,0.0,0.0
52095,52096,2015,12,11,15,4,71.0,99.83333333333333,52.5,68.0,-11.0,28.0,1028.0,6.0,SE,3.58,0.0,0.0
52096,52097,2015,12,11,16,4,72.0,98.66666666666666,73.0,70.0,-11.0,30.0,1028.0,5.0,cv,0.89,0.0,0.0
52097,52098,2015,12,11,17,4,74.0,97.5,73.0,77.0,-10.0,37.0,1027.0,3.0,cv,1.78,0.0,0.0
52098,52099,2015,12,11,18,4,70.0,96.33333333333333,73.0,68.0,-8.0,54.0,1027.0,0.0,SE,1.79,0.0,0.0
52099,52100,2015,12,11,19,4,81.0,95.16666666666666,73.0,71.0,-7.0,55.0,1027.0,1.0,SE,3.58,0.0,0.0
52100,52101,2015,12,11,20,4,91.0,94.0,82.0,80.0,-6.0,63.0,1027.0,0.0,cv,0.89,0.0,0.0
52101,52102,2015,12,11,21,4,104.0,92.83333333333333,96.0,102.0,-5.0,74.0,1028.0,-1.0,NW,1.79,0.0,0.0
52102,52103,2015,12,11,22,4,115.0,91.66666666666666,104.0,102.0,-6.0,68.0,1028.0,-1.0,NE,0.89,0.0,0.0
52103,52104,2015,12,11,23,4,132.0,90.49999999999999,120.0,119.0,-5.0,74.0,1027.0,-1.0,SE,0.89,0.0,0.0
52104,52105,2015,12,12,0,4,129.0,89.33333333333333,124.0,136.0,-5.0,86.0,1027.0,-3.0,NE,0.89,0.0,0.0
52105,52106,2015,12,12,1,4,123.0,88.16666666666666,177.0,175.0,-5.0,86.0,1027.0,-3.0,cv,0.45,0.0,0.0
52106,52107,2015,12,12,2,4,152.0,86.99999999999999,195.0,177.0,-5.0,79.0,1027.0,-2.0,NW,1.79,0.0,0.0
52107,52108,2015,12,12,3,4,165.0,85.83333333333333,192.0,153.0,-5.0,79.0,1027.0,-2.0,cv,0.89,0.0,0.0
52108,52109,2015,12,12,4,4,129.0,84.66666666666666,171.0,121.0,-5.0,92.0,1026.0,-4.0,NW,0.89,0.0,0.0
52109,52110,2015,12,12,5,4,95.0,83.49999999999999,143.0,113.0,-6.0,85.0,1026.0,-4.0,NW,2.68,0.0,0.0
52110,52111,2015,12,12,6,4,70.0,82.33333333333333,102.0,64.0,-5.0,79.0,1026.0,-2.0,NW,3.57,0.0,0.0
52111,52112,2015,12,12,7,4,47.0,81.16666666666666,73.0,49.0,-5.0,79.0,1027.0,-2.0,cv,0.89,0.0,0.0
52112,52113,2015,12,12,8,4,40.0,79.99999999999999,52.0,44.0,-5.0,79.0,1027.0,-2.0,NE,1.79,0.0,0.0
52113,52114,2015,12,12,9,4,45.0,78.83333333333333,58.0,43.0,-5.0,69.0,1027.0,0.0,NW,1.79,0.0,0.0
52114,52115,2015,12,12,10,4,45.0,77.66666666666666,34.0,37.0,-6.0,59.0,1027.0,1.0,NW,3.58,0.0,0.0
52115,52116,2015,12,12,11,4,50.0,76.5,42.0,51.0,-5.0,59.0,1027.0,2.0,cv,0.89,0.0,0.0
52116,52117,2015,12,12,12,4,57.0,75.33333333333331,54.0,66.0,-5.0,55.0,1026.0,3.0,cv,1.78,0.0,0.0
52117,52118,2015,12,12,13,4,69.0,74.16666666666666,66.0,64.0,-5.0,51.0,1025.0,4.0,cv,2.67,0.0,0.0
52118,52119,2015,12,12,14,4,69.0,73.0,66.0,64.0,-5.0,48.0,1025.0,5.0,cv,3.56,0.0,0.0
52119,52120,2015,12,12,15,4,111.0,71.83333333333331,73.0,71.0,-6.0,44.0,1024.0,5.0,cv,4.45,0.0,0.0
52120,52121,2015,12,12,16,4,281.0,70.66666666666666,220.0,184.0,-6.0,48.0,1024.0,4.0,SE,0.89,0.0,0.0
52121,52122,2015,12,12,17,4,233.0,69.5,288.0,296.0,-6.0,55.0,1025.0,2.0,SE,1.78,0.0,0.0
52122,52123,2015,12,12,18,4,248.0,68.33333333333331,228.0,261.0,-5.0,64.0,1025.0,1.0,NE,0.89,0.0,0.0
52123,52124,2015,12,12,19,4,329.0,67.16666666666666,249.0,271.0,-5.0,74.0,1025.0,-1.0,NE,1.78,0.0,0.0
52124,52125,2015,12,12,20,4,392.0,66.0,295.0,317.0,-5.0,86.0,1026.0,-3.0,NE,2.67,0.0,0.0
52125,52126,2015,12,12,21,4,265.0,64.83333333333331,352.0,371.0,-5.0,86.0,1026.0,-3.0,SE,1.79,0.0,0.0
52126,52127,2015,12,12,22,4,254.0,63.66666666666666,373.0,328.0,-5.0,86.0,1027.0,-3.0,NE,0.89,0.0,0.0
52127,52128,2015,12,12,23,4,289.0,62.5,445.0,361.0,-5.0,86.0,1027.0,-3.0,NE,1.78,0.0,0.0
52128,52129,2015,12,13,0,4,359.0,61.333333333333314,378.0,331.0,-5.0,92.0,1027.0,-4.0,cv,0.89,0.0,0.0
52129,52130,2015,12,13,1,4,294.0,60.16666666666666,373.0,332.0,-5.0,92.0,1027.0,-4.0,SE,0.89,0.0,0.0
52130,52131,2015,12,13,2,4,298.0,59.0,327.0,306.0,-5.0,92.0,1027.0,-4.0,cv,0.45,0.0,0.0
52131,52132,2015,12,13,3,4,250.0,57.833333333333314,280.0,215.0,-5.0,92.0,1027.0,-4.0,NW,1.79,0.0,0.0
52132,52133,2015,12,13,4,4,132.0,56.66666666666666,196.0,123.0,-6.0,92.0,1027.0,-5.0,NW,3.58,0.0,0.0
52133,52134,2015,12,13,5,4,90.0,55.5,122.0,85.0,-6.0,92.0,1027.0,-5.0,cv,0.89,0.0,0.0
52134,52135,2015,12,13,6,4,70.0,54.333333333333314,90.0,69.0,-6.0,85.0,1027.0,-4.0,NW,1.79,0.0,0.0
52135,52136,2015,12,13,7,4,60.0,53.16666666666666,72.0,66.0,-5.0,92.0,1028.0,-4.0,NE,0.89,0.0,0.0
52136,52137,2015,12,13,8,4,71.0,52.0,73.0,65.0,-5.0,92.0,1028.0,-4.0,NE,1.78,0.0,0.0
52137,52138,2015,12,13,9,4,63.0,50.833333333333314,74.0,74.0,-5.0,86.0,1029.0,-3.0,NW,0.89,0.0,0.0
52138,52139,2015,12,13,10,4,102.0,49.66666666666666,83.0,90.0,-3.0,80.0,1029.0,0.0,cv,0.89,0.0,0.0
52139,52140,2015,12,13,11,4,120.0,48.5,144.0,145.0,-4.0,69.0,1029.0,1.0,cv,1.78,0.0,0.0
52140,52141,2015,12,13,12,4,160.0,47.333333333333314,186.0,179.0,-4.0,59.0,1028.0,3.0,cv,2.67,0.0,0.0
52141,52142,2015,12,13,13,4,159.0,46.16666666666666,190.0,206.0,-5.0,51.0,1027.0,4.0,cv,4.46,0.0,0.0
52142,52143,2015,12,13,14,4,224.0,45.0,223.0,234.0,-4.0,55.0,1026.0,4.0,SE,1.79,0.0,0.0
52143,52144,2015,12,13,15,4,225.0,43.833333333333314,223.0,218.0,-4.0,55.0,1026.0,4.0,SE,3.58,0.0,0.0
52144,52145,2015,12,13,16,4,202.0,42.66666666666666,198.0,183.0,-4.0,59.0,1026.0,3.0,SE,4.47,0.0,0.0
52145,52146,2015,12,13,17,4,187.0,41.5,187.0,188.0,-4.0,64.0,1026.0,2.0,cv,0.89,0.0,0.0
52146,52147,2015,12,13,18,4,138.0,40.333333333333314,201.0,204.0,-4.0,69.0,1026.0,1.0,cv,1.78,0.0,0.0
52147,52148,2015,12,13,19,4,218.0,39.16666666666666,212.0,213.0,-4.0,74.0,1026.0,0.0,SE,1.79,0.0,0.0
52148,52149,2015,12,13,20,4,281.0,38.0,220.0,220.0,-3.0,74.0,1026.0,1.0,SE,3.58,0.0,0.0
52149,52150,2015,12,13,21,4,310.0,36.833333333333314,270.0,278.0,-3.0,80.0,1026.0,0.0,SE,4.47,0.0,0.0
52150,52151,2015,12,13,22,4,302.0,35.66666666666666,286.0,290.0,-3.0,74.0,1026.0,1.0,cv,0.45,0.0,0.0
52151,52152,2015,12,13,23,4,240.0,34.5,229.0,201.0,-3.0,74.0,1026.0,1.0,cv,1.34,0.0,0.0
52152,52153,2015,12,14,0,4,252.0,33.333333333333314,231.0,223.0,-1.0,80.0,1026.0,2.0,cv,2.23,0.3,0.3
52153,52154,2015,12,14,1,4,231.0,32.16666666666666,206.0,213.0,0.0,93.0,1026.0,1.0,NW,1.79,0.4,0.7
52154,52155,2015,12,14,2,4,242.0,31.0,203.0,205.0,-1.0,92.0,1025.0,0.0,NW,2.68,0.0,0.0
52155,52156,2015,12,14,3,4,193.0,29.833333333333314,203.0,204.0,0.0,100.0,1025.0,0.0,NE,0.89,0.2,0.2
52156,52157,2015,12,14,4,4,183.0,28.666666666666657,199.0,255.0,0.0,100.0,1024.0,0.0,cv,0.45,0.1,0.3
52157,52158,2015,12,14,5,4,222.0,27.5,264.0,286.0,0.0,100.0,1024.0,0.0,NE,0.89,0.0,0.0
52158,52159,2015,12,14,6,4,212.0,26.333333333333314,279.0,305.0,0.0,100.0,1023.0,0.0,cv,0.89,0.0,0.0
52159,52160,2015,12,14,7,4,231.0,25.166666666666657,308.0,334.0,0.0,100.0,1024.0,0.0,SE,0.89,0.2,0.2
52160,52161,2015,12,14,8,4,236.0,24.0,312.0,351.0,0.0,100.0,1024.0,0.0,SE,1.78,0.0,0.0
52161,52162,2015,12,14,9,4,242.0,22.833333333333314,332.0,346.0,0.0,100.0,1024.0,0.0,NE,0.89,0.0,0.0
52162,52163,2015,12,14,10,4,256.0,21.666666666666657,374.0,338.0,0.0,100.0,1024.0,0.0,cv,0.89,0.0,0.0
52163,52164,2015,12,14,11,4,271.0,20.5,266.0,204.0,1.0,100.0,1024.0,1.0,SE,0.89,0.0,0.0
52164,52165,2015,12,14,12,4,78.0,19.333333333333314,72.0,38.0,2.0,93.0,1023.0,3.0,SE,2.68,0.0,0.0
52165,52166,2015,12,14,13,4,23.0,18.166666666666657,17.0,17.0,-1.0,65.0,1022.0,5.0,cv,3.13,0.0,0.0
52166,52167,2015,12,14,14,4,22.0,17.0,25.0,16.0,-6.0,41.0,1021.0,6.0,NW,7.15,0.0,0.0
52167,52168,2015,12,14,15,4,16.0,15.0,22.0,18.0,-8.0,35.0,1021.0,6.0,NW,16.09,0.0,0.0
52168,52169,2015,12,14,16,4,22.0,14.181818181818182,23.0,22.0,-9.0,33.0,1022.0,6.0,NW,25.03,0.0,0.0
52169,52170,2015,12,14,17,4,20.0,13.363636363636363,21.0,22.0,-8.0,38.0,1022.0,5.0,NW,34.86,0.0,0.0
52170,52171,2015,12,14,18,4,24.0,12.545454545454545,14.0,19.0,-9.0,35.0,1023.0,5.0,NW,40.67,0.0,0.0
52171,52172,2015,12,14,19,4,14.0,11.727272727272727,16.0,9.0,-10.0,35.0,1023.0,4.0,NW,47.82,0.0,0.0
52172,52173,2015,12,14,20,4,13.0,10.90909090909091,14.0,10.0,-10.0,35.0,1023.0,4.0,NW,53.63,0.0,0.0
52173,52174,2015,12,14,21,4,13.0,10.09090909090909,12.5,12.0,-10.0,35.0,1023.0,4.0,NW,60.78,0.0,0.0
52174,52175,2015,12,14,22,4,13.0,9.272727272727273,11.0,11.0,-12.0,32.0,1024.0,3.0,NW,66.59,0.0,0.0
52175,52176,2015,12,14,23,4,20.0,8.454545454545453,6.0,7.0,-12.0,34.0,1024.0,2.0,NW,70.61,0.0,0.0
52176,52177,2015,12,15,0,4,5.0,7.636363636363636,7.0,7.0,-11.0,40.0,1024.0,1.0,NW,72.4,0.0,0.0
52177,52178,2015,12,15,1,4,8.0,6.818181818181818,11.0,8.0,-12.0,34.0,1024.0,2.0,NW,76.42,0.0,0.0
52178,52179,2015,12,15,2,4,8.0,6.0,4.0,6.0,-12.0,34.0,1024.0,2.0,NW,82.23,0.0,0.0
52179,52180,2015,12,15,3,4,8.0,5.888888888888889,8.0,5.0,-12.0,34.0,1024.0,2.0,NW,88.04,0.0,0.0
52180,52181,2015,12,15,4,4,5.0,5.777777777777778,4.0,6.0,-12.0,37.0,1024.0,1.0,NW,92.96,0.0,0.0
52181,52182,2015,12,15,5,4,5.0,5.666666666666667,8.0,6.0,-11.0,46.0,1024.0,-1.0,NW,96.98,0.0,0.0
52182,52183,2015,12,15,6,4,8.0,5.555555555555555,5.0,4.0,-11.0,43.0,1024.0,0.0,NW,101.0,0.0,0.0
52183,52184,2015,12,15,7,4,3.0,5.444444444444445,4.0,2.0,-12.0,37.0,1025.0,1.0,NW,105.02,0.0,0.0
52184,52185,2015,12,15,8,4,8.0,5.333333333333333,4.0,6.0,-13.0,34.0,1025.0,1.0,NW,110.83,0.0,0.0
52185,52186,2015,12,15,9,4,6.0,5.222222222222222,5.0,10.0,-14.0,31.0,1026.0,1.0,NW,118.88,0.0,0.0
52186,52187,2015,12,15,10,4,3.0,5.111111111111111,6.0,6.0,-14.0,29.0,1027.0,2.0,NW,124.69,0.0,0.0
52187,52188,2015,12,15,11,4,3.0,5.0,7.0,6.0,-14.0,29.0,1027.0,2.0,NW,132.74,0.0,0.0
52188,52189,2015,12,15,12,4,6.0,7.0,5.0,6.0,-14.0,29.0,1027.0,2.0,NW,140.79,0.0,0.0
52189,52190,2015,12,15,13,4,8.0,4.0,11.0,8.0,-14.0,27.0,1026.0,3.0,NW,149.73,0.0,0.0
52190,52191,2015,12,15,14,4,7.0,5.0,3.0,5.0,-16.0,21.0,1026.0,4.0,NW,160.91,0.0,0.0
52191,52192,2015,12,15,15,4,4.0,5.0,4.0,4.0,-17.0,19.0,1026.0,4.0,NW,172.09,0.0,0.0
52192,52193,2015,12,15,16,4,6.0,5.0,9.0,5.0,-17.0,22.0,1026.0,2.0,NW,181.92,0.0,0.0
52193,52194,2015,12,15,17,4,7.0,7.0,3.0,7.0,-17.0,22.0,1027.0,2.0,NW,193.1,0.0,0.0
52194,52195,2015,12,15,18,4,8.0,12.0,8.0,9.0,-16.0,26.0,1028.0,1.0,NW,202.04,0.0,0.0
52195,52196,2015,12,15,19,4,9.0,8.0,5.0,7.0,-16.0,28.0,1029.0,0.0,NW,207.85,0.0,0.0
52196,52197,2015,12,15,20,4,7.0,9.0,5.0,6.0,-15.0,33.0,1029.0,-1.0,NW,215.9,0.0,0.0
52197,52198,2015,12,15,21,4,6.0,10.0,3.0,7.0,-15.0,33.0,1029.0,-1.0,NW,224.84,0.0,0.0
52198,52199,2015,12,15,22,4,4.0,7.0,8.0,6.0,-15.0,33.0,1029.0,-1.0,NW,234.67,0.0,0.0
52199,52200,2015,12,15,23,4,6.0,6.0,4.0,4.0,-15.0,36.0,1029.0,-2.0,NW,245.85,0.0,0.0
52200,52201,2015,12,16,0,4,7.0,9.0,6.0,7.0,-15.0,36.0,1029.0,-2.0,NW,254.79,0.0,0.0
52201,52202,2015,12,16,1,4,7.0,7.0,7.0,8.0,-15.0,36.0,1029.0,-2.0,NW,265.97,0.0,0.0
52202,52203,2015,12,16,2,4,5.0,7.0,7.0,6.0,-15.0,36.0,1029.0,-2.0,NW,274.91,0.0,0.0
52203,52204,2015,12,16,3,4,5.0,6.0,7.0,4.0,-15.0,36.0,1029.0,-2.0,NW,282.96,0.0,0.0
52204,52205,2015,12,16,4,4,3.0,4.0,4.0,5.0,-15.0,36.0,1029.0,-2.0,NW,291.01,0.0,0.0
52205,52206,2015,12,16,5,4,8.0,6.0,7.0,4.0,-16.0,33.0,1030.0,-2.0,NW,299.06,0.0,0.0
52206,52207,2015,12,16,6,4,6.0,8.0,8.0,3.0,-16.0,33.0,1030.0,-2.0,NW,311.13,0.0,0.0
52207,52208,2015,12,16,7,4,5.0,6.0,7.0,7.0,-16.0,33.0,1030.0,-2.0,NW,320.96,0.0,0.0
52208,52209,2015,12,16,8,4,4.0,8.0,3.0,11.0,-16.0,33.0,1031.0,-2.0,NW,330.79,0.0,0.0
52209,52210,2015,12,16,9,4,5.0,7.5,7.0,10.0,-16.0,33.0,1031.0,-2.0,NW,340.62,0.0,0.0
52210,52211,2015,12,16,10,4,6.0,7.0,10.0,6.0,-15.0,31.0,1031.0,0.0,NW,350.45,0.0,0.0
52211,52212,2015,12,16,11,4,5.0,6.0,13.0,9.0,-17.0,24.0,1031.0,1.0,NW,361.63,0.0,0.0
52212,52213,2015,12,16,12,4,13.0,8.0,7.0,9.0,-17.0,22.0,1031.0,2.0,NW,371.46,0.0,0.0
52213,52214,2015,12,16,13,4,7.0,10.0,12.0,7.0,-17.0,22.0,1030.0,2.0,NW,382.64,0.0,0.0
52214,52215,2015,12,16,14,4,3.0,5.0,6.0,6.0,-17.0,22.0,1030.0,2.0,NW,392.47,0.0,0.0
52215,52216,2015,12,16,15,4,4.0,6.0,5.0,4.0,-17.0,22.0,1030.0,2.0,NW,403.65,0.0,0.0
52216,52217,2015,12,16,16,4,3.0,8.0,8.0,3.0,-18.0,22.0,1031.0,1.0,NW,412.59,0.0,0.0
52217,52218,2015,12,16,17,4,6.0,3.0,3.0,8.0,-16.0,28.0,1032.0,0.0,NW,422.42,0.0,0.0
52218,52219,2015,12,16,18,4,14.0,7.0,8.0,8.0,-15.0,33.0,1033.0,-1.0,NW,431.36,0.0,0.0
52219,52220,2015,12,16,19,4,8.0,10.0,8.0,9.0,-16.0,33.0,1034.0,-2.0,NW,440.3,0.0,0.0
52220,52221,2015,12,16,20,4,9.0,7.0,4.0,10.0,-16.0,33.0,1035.0,-2.0,NW,447.45,0.0,0.0
52221,52222,2015,12,16,21,4,5.0,11.0,8.0,10.0,-16.0,33.0,1035.0,-2.0,NW,455.5,0.0,0.0
52222,52223,2015,12,16,22,4,10.0,12.0,12.0,15.0,-16.0,35.0,1035.0,-3.0,NW,460.42,0.0,0.0
52223,52224,2015,12,16,23,4,9.0,12.0,17.0,15.0,-15.0,39.0,1034.0,-3.0,NW,465.34,0.0,0.0
52224,52225,2015,12,17,0,4,8.0,20.0,11.0,15.0,-15.0,42.0,1034.0,-4.0,NE,3.13,0.0,0.0
52225,52226,2015,12,17,1,4,13.0,25.0,18.0,14.0,-14.0,53.0,1034.0,-6.0,NW,4.02,0.0,0.0
52226,52227,2015,12,17,2,4,12.0,22.0,21.0,13.0,-15.0,48.0,1034.0,-6.0,NE,1.79,0.0,0.0
52227,52228,2015,12,17,3,4,10.0,16.0,14.0,12.0,-15.0,52.0,1034.0,-7.0,cv,0.89,0.0,0.0
52228,52229,2015,12,17,4,4,10.0,20.0,13.0,16.0,-15.0,48.0,1034.0,-6.0,NE,3.13,0.0,0.0
52229,52230,2015,12,17,5,4,11.0,21.0,9.0,11.0,-15.0,48.0,1033.0,-6.0,NE,7.15,0.0,0.0
52230,52231,2015,12,17,6,4,23.0,18.0,10.0,17.5,-15.0,52.0,1034.0,-7.0,cv,0.89,0.0,0.0
52231,52232,2015,12,17,7,4,36.0,25.0,10.0,24.0,-14.0,53.0,1034.0,-6.0,cv,1.78,0.0,0.0
52232,52233,2015,12,17,8,4,17.0,64.0,19.0,24.0,-14.0,53.0,1034.0,-6.0,NW,1.79,0.0,0.0
52233,52234,2015,12,17,9,4,33.0,39.0,20.0,32.0,-13.0,49.0,1034.0,-4.0,cv,0.89,0.0,0.0
52234,52235,2015,12,17,10,4,42.0,36.0,41.0,40.5,-13.0,39.0,1034.0,-1.0,NW,1.79,0.0,0.0
52235,52236,2015,12,17,11,4,48.0,44.0,39.0,49.0,-13.0,36.0,1034.0,0.0,NW,3.58,0.0,0.0
52236,52237,2015,12,17,12,4,61.0,52.0,58.0,56.0,-14.0,29.0,1033.0,2.0,NW,5.37,0.0,0.0
52237,52238,2015,12,17,13,4,71.0,53.354838709677416,64.0,61.0,-15.0,25.0,1032.0,3.0,cv,1.79,0.0,0.0
52238,52239,2015,12,17,14,4,62.0,54.70967741935484,62.0,70.0,-15.0,23.0,1031.0,4.0,SE,3.13,0.0,0.0
52239,52240,2015,12,17,15,4,65.0,56.064516129032256,55.0,61.0,-15.0,23.0,1030.0,4.0,SE,7.15,0.0,0.0
52240,52241,2015,12,17,16,4,81.0,57.41935483870968,74.0,73.0,-15.0,25.0,1030.0,3.0,SE,10.28,0.0,0.0
52241,52242,2015,12,17,17,4,101.0,58.774193548387096,89.0,90.0,-15.0,27.0,1030.0,2.0,SE,12.07,0.0,0.0
52242,52243,2015,12,17,18,4,113.0,60.12903225806451,103.0,104.0,-14.0,31.0,1030.0,1.0,SE,15.2,0.0,0.0
52243,52244,2015,12,17,19,4,117.0,61.483870967741936,118.0,118.0,-14.0,29.0,1030.0,2.0,SE,16.99,0.0,0.0
52244,52245,2015,12,17,20,4,131.0,62.83870967741935,121.0,126.0,-13.0,34.0,1031.0,1.0,SE,18.78,0.0,0.0
52245,52246,2015,12,17,21,4,135.0,64.19354838709677,122.0,128.0,-13.0,34.0,1031.0,1.0,NW,1.79,0.0,0.0
52246,52247,2015,12,17,22,4,130.0,65.54838709677419,122.0,139.0,-10.0,58.0,1031.0,-3.0,cv,0.89,0.0,0.0
52247,52248,2015,12,17,23,4,134.0,66.90322580645162,120.0,145.0,-11.0,62.0,1030.0,-5.0,NE,0.89,0.0,0.0
52248,52249,2015,12,18,0,4,134.0,68.25806451612902,123.0,152.0,-10.0,73.0,1030.0,-6.0,cv,0.89,0.0,0.0
52249,52250,2015,12,18,1,4,142.0,69.61290322580645,165.0,169.0,-10.0,73.0,1030.0,-6.0,NW,1.79,0.0,0.0
52250,52251,2015,12,18,2,4,146.0,70.96774193548387,183.0,194.0,-11.0,73.0,1030.0,-7.0,NW,3.58,0.0,0.0
52251,52252,2015,12,18,3,4,121.0,72.32258064516128,205.0,191.0,-11.0,73.0,1031.0,-7.0,NW,5.37,0.0,0.0
52252,52253,2015,12,18,4,4,100.0,73.6774193548387,179.0,113.0,-11.0,62.0,1031.0,-5.0,NW,7.16,0.0,0.0
52253,52254,2015,12,18,5,4,68.0,75.03225806451613,70.0,65.0,-11.0,73.0,1031.0,-7.0,NW,10.29,0.0,0.0
52254,52255,2015,12,18,6,4,61.0,76.38709677419355,45.0,59.0,-11.0,67.0,1031.0,-6.0,cv,0.89,0.0,0.0
52255,52256,2015,12,18,7,4,49.0,77.74193548387096,54.0,53.0,-11.0,78.0,1032.0,-8.0,NW,1.79,0.0,0.0
52256,52257,2015,12,18,8,4,43.0,79.09677419354838,54.0,56.0,-10.0,67.0,1033.0,-5.0,NE,4.02,0.0,0.0
52257,52258,2015,12,18,9,4,37.0,80.45161290322581,32.0,35.0,-9.0,54.0,1034.0,-1.0,NW,4.02,0.0,0.0
52258,52259,2015,12,18,10,4,43.0,81.80645161290323,37.0,42.0,-11.0,34.0,1035.0,3.0,NE,4.02,0.0,0.0
52259,52260,2015,12,18,11,4,35.0,83.16129032258064,29.0,32.0,-11.0,32.0,1035.0,4.0,NE,8.04,0.0,0.0
52260,52261,2015,12,18,12,4,26.0,84.51612903225806,31.0,28.0,-10.0,30.0,1034.0,6.0,NE,12.06,0.0,0.0
52261,52262,2015,12,18,13,4,26.0,85.87096774193549,27.0,28.0,-10.0,30.0,1034.0,6.0,NE,15.19,0.0,0.0
52262,52263,2015,12,18,14,4,28.0,87.2258064516129,25.0,24.0,-11.0,26.0,1033.0,7.0,NE,18.32,0.0,0.0
52263,52264,2015,12,18,15,4,22.0,88.58064516129032,22.0,20.0,-10.0,28.0,1033.0,7.0,NE,21.45,0.0,0.0
52264,52265,2015,12,18,16,4,21.0,89.93548387096774,14.0,22.0,-11.0,28.0,1034.0,6.0,cv,0.89,0.0,0.0
52265,52266,2015,12,18,17,4,20.0,91.29032258064515,23.0,31.0,-11.0,32.0,1035.0,4.0,SE,0.89,0.0,0.0
52266,52267,2015,12,18,18,4,23.0,92.64516129032258,31.0,54.0,-10.0,43.0,1035.0,1.0,cv,0.45,0.0,0.0
52267,52268,2015,12,18,19,4,51.0,94.0,48.0,64.0,-10.0,40.0,1036.0,2.0,SE,1.79,0.0,0.0
52268,52269,2015,12,18,20,4,67.0,95.35483870967741,68.0,81.0,-8.0,63.0,1036.0,-2.0,SE,2.68,0.0,0.0
52269,52270,2015,12,18,21,4,72.0,96.70967741935483,71.0,89.0,-8.0,68.0,1037.0,-3.0,cv,0.89,0.0,0.0
52270,52271,2015,12,18,22,4,93.0,98.06451612903226,84.0,84.0,-8.0,63.0,1037.0,-2.0,cv,1.34,0.0,0.0
52271,52272,2015,12,18,23,4,99.0,99.41935483870967,84.0,97.0,-7.0,73.0,1037.0,-3.0,cv,2.23,0.0,0.0
52272,52273,2015,12,19,0,4,97.0,100.7741935483871,84.0,119.0,-9.0,58.0,1037.0,-2.0,SE,1.79,0.0,0.0
52273,52274,2015,12,19,1,4,106.0,102.12903225806451,96.0,129.0,-8.0,68.0,1037.0,-3.0,cv,0.89,0.0,0.0
52274,52275,2015,12,19,2,4,113.0,103.48387096774192,110.0,164.0,-8.0,79.0,1037.0,-5.0,NE,0.89,0.0,0.0
52275,52276,2015,12,19,3,4,133.0,104.83870967741936,147.0,237.0,-6.0,85.0,1038.0,-4.0,NE,1.78,0.0,0.0
